Zone Identifier;GL Account Code;Cost Center Code;GCOA Account Code;Sub Package Code
"MEX";"60004301";"210C1A0490";"5370098";"106"
"MEX";"60000004";"570IM991C0";"6303505";"270"
"MEX";"60000028";"210CU300C0";"6309600";"333"
"MEX";"60000212";"210C820530";;"239"
"MEX";"60004404";"210C1A0390";"6103015";"352"
"MEX";"60004312";"210CSA0580";"6104501";"409"
"MEX";"60000022";"750K9L0120";"6300500";"262"
"MEX";"60000002";"210CG20350";"6309602";"334"
"MEX";"60000022";"210C8A0690";"6300500";"262"
"MEX";"60000213";"210CO20050";"6201015";"124"
"MEX";"60001021";"210C5J02C0";"6104050";"449"
"MEX";"60000215";"440H7IA1E0";"6101007";"142"
"MEX";"60003104";"A80A7300C0";"6100500";"208"
"MEX";"60000009";"580B1033C0";"6300005";"273"
"MEX";"60001013";"210C5J09C0";"6103015";"352"
"MEX";"60001032";"210CB20350";"6308510";"278"
"MEX";"60000023";"210C9100C0";"6900118";"335"
"MEX";"60000021";"190N1D33A0";"6300000";"261"
"MEX";"60000307";"210CFA0190";"6024004";"243"
"MEX";"60001700";"210CG20450";"6200559";"210"
"MEX";"60000216";"210CS300C0";"6101023";"305"
"MEX";"60000045";"210CJ400C0";"6303505";"270"
"MEX";"60003013";"210C920930";"6302001";"330"
"MEX";"60001014";"570I19I6C0";"6103008";"453"
"MEX";"60000041";"210CIA0090";"6300500";"262"
"MEX";"60000002";"210CH20930";"6309602";"334"
"MEX";"60000001";"210C5A0990";"6300000";"261"
"MEX";"60000003";"210CO70070";"6300000";"261"
"MEX";"60000009";"210C1A0190";"6300005";"273"
"MEX";"60000075";"190NED06A0";"6300000";"261"
"MEX";"60000818";"210C880090";"6104538";"186"
"MEX";"60000009";"210CF20330";"6300005";"273"
"MEX";"60000305";"210C620930";;"430"
"MEX";"60001032";"210C8600C0";"6308510";"452"
"MEX";"60000818";"210CEA0290";"6104538";"186"
"MEX";"60003164";"210C4305C0";"6106003";"201"
"MEX";"60000217";"190N3D32A0";"6025000";"144"
"MEX";"60001032";"210C1A0390";"6308510";"278"
"MEX";"60000918";"270C7500C0";"6105016";"227"
"MEX";"60000215";"190N9D06A0";"6101007";"142"
"MEX";"60001701";"220C420150";"6200559";"210"
"MEX";"60000203";"210CQ20030";;"147"
"MEX";"60001015";"210C4A0190";"6104036";"449"
"MEX";"60001413";"210CI20330";"6200563";"210"
"MEX";"60001049";"210CLA0190";"5370109";"451"
"MEX";"60000202";"210CE20450";"6101029";"147"
"MEX";"60001007";"660K5K07A0";"6103006";"447"
"MEX";"60001026";"210CH400C0";"6103006";"447"
"MEX";"60000009";"210C720730";"6300005";"273"
"MEX";"60000011";"210CQ20350";"6300005";"273"
"MEX";"60001020";"210C7100C0";"6104050";"116"
"MEX";"60004519";"210C5A0890";"6104050";"449"
"MEX";"60000308";"210CAA3090";"6201025";"457"
"MEX";"60000011";"210C920530";"6300005";"273"
"MEX";"60001033";"210CB70070";"6308502";"452"
"MEX";"60003157";"210C7A0090";"6301500";"280"
"MEX";"60000220";"190N5D31A0";"6025013";"150"
"MEX";"60004404";"210CQ400C0";"6103015";"447"
"MEX";"60001027";"210C521550";"6103015";"276"
"MEX";"60000020";"210CB400C0";"6300000";"261"
"MEX";"60004311";"210C1900C0";"6106019";"204"
"MEX";"60001013";"210CQA0690";"6103015";"447"
"MEX";"60001007";"190N5B02A0";"6103006";"240"
"MEX";"60003122";"210C4304C0";"6106005";"201"
"MEX";"60001009";"570IM980C0";"6103005";"348"
"MEX";"60000044";"210C370070";"6300000";"261"
"MEX";"60000001";"210C2A0490";"6300000";"261"
"MEX";"60000226";"190NDH49A0";"6025017";"145"
"MEX";"60000023";"190N5D33A0";"6900118";"335"
"MEX";"60001036";"210CAA0790";"6308512";"278"
"MEX";"60000817";"210C8A1480";"6104510";"187"
"MEX";"60001032";"210CQ70070";"6308510";"452"
"MEX";"60001020";"210CNA0090";"6104050";"449"
"MEX";"60000007";"210CH900C0";"6300005";"273"
"MEX";"60000007";"580M1Y87C0";"6300005";"273"
"MEX";"60001030";"210C9100C0";"6308501";"278"
"MEX";"60000509";"210C480090";"6201004";"123"
"MEX";"60000821";"580I19I2C0";"6304504";"332"
"MEX";"60000308";"210CC600C0";"6201025";"124"
"MEX";"60000813";"210CH22050";"6200525";"478"
"MEX";"60001030";"210C120050";"6308501";"278"
"MEX";"60000907";"270CG500F0";"6105010";"407"
"MEX";"60000012";"580C1AG3C0";"6302006";"269"
"MEX";"60001004";"210C9A0490";"6103002";"447"
"MEX";"60000306";"210C7A0490";"6023000";"247"
"MEX";"60000001";"580H1039C0";"6300000";"261"
"MEX";"60000035";"A80NCD02C0";"6300000";"262"
"MEX";"60000033";"210C5307C0";"6302006";"269"
"MEX";"60001013";"210C120450";"6103015";"447"
"MEX";"60001004";"210CA20950";"6103002";"241"
"MEX";"60000044";"5705M498C0";"6300000";"261"
"MEX";"60003153";"210C5A1690";"6104525";"187"
"MEX";"60000036";"210C520050";"6300000";"261"
"MEX";"60000702";"210C5400C0";"6202000";"103"
"MEX";"60000010";"5704M5H3F0";"6300005";"273"
"MEX";"60000309";"210CA21830";"6102561";"137"
"MEX";"60000007";"210CQ305C0";"6300005";"273"
"MEX";"60000049";"210C521250";"6300000";"261"
"MEX";"60000045";"210C4A0590";"6303505";"270"
"MEX";"60000215";"190N1D12A0";"6101007";"142"
"MEX";"60001036";"210CRA0090";"6308512";"452"
"MEX";"60000818";"210C1A0190";"6104538";"186"
"MEX";"60001400";"210CA22130";"6200562";"211"
"MEX";"60001007";"210CA323C0";"6103006";"240"
"MEX";"60000311";"210C522150";"6024000";"456"
"MEX";"60001032";"750T1C00A0";"6308510";"278"
"MEX";"60001103";"210CH310C0";"6106501";"244"
"MEX";"60000039";"210C5300C0";"6300000";"261"
"MEX";"60000034";"210CFJ01C0";"6302006";"269"
"MEX";"60000039";"570X14Z1C0";"6300000";"261"
"MEX";"60000034";"5N0213C9C0";"6302006";"269"
"MEX";"60001003";"570I1983C0";"6103002";"447"
"MEX";"60000800";"210C4A0090";"6200555";"467"
"MEX";"60001021";"58021308C0";"6104050";"116"
"MEX";"60003013";"210CQ316C0";"6302001";"330"
"MEX";"60001015";"210CC400C0";"6104036";"116"
"MEX";"60000917";"570415S2F0";"6105017";"408"
"MEX";"60000003";"210CS22150";"6300000";"261"
"MEX";"60000801";"210CF300C0";"6200553";"467"
"MEX";"60000813";"210CH20250";"6200525";"478"
"MEX";"60000307";"210C8302C0";"6024004";"243"
"MEX";"60000013";"750T5L0040";"6302000";"269"
"MEX";"60000030";"210CSA2290";;"333"
"MEX";"60001007";"570XMFA6C0";"6103006";"240"
"MEX";"60003164";"210CLA0490";"6106003";"201"
"MEX";"60000046";"570415C7F0";"6303505";"270"
"MEX";"60000800";"190N3D27A0";"6200555";"106"
"MEX";"60004404";"210CR400C0";"6103015";"352"
"MEX";"60003112";"75026600C0";"6308500";"278"
"MEX";"60001010";"580P1664C0";"6103005";"348"
"MEX";"60000009";"210COA1090";"6300005";"273"
"MEX";"60001600";"FE12200C65";"6200559";"210"
"MEX";"60000007";"750KFI00A0";"6300005";"273"
"MEX";"60000043";"210CC400C0";"6300000";"261"
"MEX";"60000012";"390L1L0240";"6302006";"269"
"MEX";"60001426";"210CH20050";"6200562";"420"
"MEX";"60000040";"A106JT00C0";"6300000";"261"
"MEX";"60000036";"210C5300C0";"6300000";"262"
"MEX";"60001007";"660K5K2040";"6103006";"240"
"MEX";"60000011";"880OBW09A0";"6300005";"273"
"MEX";"60001036";"210CS70070";"6308512";"278"
"MEX";"60001007";"210CM20030";"6103006";"240"
"MEX";"60000009";"570X16W5C0";"6300005";"273"
"MEX";"60000011";"210CH20230";"6300005";"273"
"MEX";"60001003";"750T3E00C0";"6103002";"447"
"MEX";"60001007";"570C1AF9C0";"6103006";"240"
"MEX";"60000025";"210C721250";"6300000";"261"
"MEX";"60001100";"750T5600C0";"6106501";"244"
"MEX";"60001006";"580R14C4C0";"6103006";"240"
"MEX";"60001037";"5704M5H3F0";"6308512";"278"
"MEX";"60001400";"210CL20130";"6200562";"420"
"MEX";"60000233";"210C320050";"6025006";"144"
"MEX";"60000009";"210CA20030";"6300005";"273"
"MEX";"60000009";"580P1654C0";"6300005";"273"
"MEX";"60000026";"210CGA0590";"6304006";"332"
"MEX";"60000020";"210CA100C0";"6300000";"261"
"MEX";"60000009";"210CYA0290";"6300005";"273"
"MEX";"60000007";"570IM987C0";"6300005";"273"
"MEX";"60001100";"190N3101C0";"6106501";"244"
"MEX";"60001042";"210CAA2190";"5370106";"451"
"MEX";"60001701";"210CH21250";"6200559";"210"
"MEX";"60000062";"190N9D33A0";"6302006";"269"
"MEX";"60001007";"570I1991C0";"6103006";"447"
"MEX";"60000106";"210CC20030";;"135"
"MEX";"60001600";"210C520150";"6200559";"210"
"MEX";"60001004";"210C5J0570";"6103002";"447"
"MEX";"60000043";"210CA327C0";"6300000";"261"
"MEX";"60000003";"750PE700C0";"6300000";"261"
"MEX";"60000011";"750T4L0020";"6300005";"273"
"MEX";"60000201";"190N9D23A0";"6101007";"142"
"MEX";"60003122";"210CGA1090";"6106005";"201"
"MEX";"60000020";"210CH22030";"6300000";"261"
"MEX";"60000800";"210CF80090";"6200555";"106"
"MEX";"60000010";"210CG600C0";"6300005";"273"
"MEX";"60000044";"210C5313C0";"6300000";"261"
"MEX";"60000226";"660K6101C0";"6025017";"145"
"MEX";"60001006";"570I1988C0";"6103006";"447"
"MEX";"60000208";"210CDA00D0";"6104553";"186"
"MEX";"60001300";"210C320450";"6200559";"210"
"MEX";"60000006";"210CA22750";"6306500";"277"
"MEX";"60000001";"210CGJ09C0";"6300000";"261"
"MEX";"60000202";"210CH20650";"6101029";"147"
"MEX";"60000009";"570X1AZ3C0";"6300005";"273"
"MEX";"60000034";"210CIJ02C0";"6302006";"269"
"MEX";"60000801";"210CK20050";"6200553";"106"
"MEX";"60001006";"190N7D12A0";"6103006";"240"
"MEX";"60000818";"210CUA0190";"6104538";"186"
"MEX";"60004404";"210C3302C0";"6103015";"447"
"MEX";"60000022";"210C2A0090";"6300500";"262"
"MEX";"60000023";"750T3E00C0";"6900118";"391"
"MEX";"60000060";"190N9D12A0";"6300005";"273"
"MEX";"60000818";"210CPA0280";"6104538";"186"
"MEX";"60000007";"570X1AB0C0";"6300005";"273"
"MEX";"60001031";"210CCA0090";"6308501";"278"
"MEX";"60001600";"FQ00200C65";"6200559";"210"
"MEX";"60001007";"210C1100C0";"6103006";"240"
"MEX";"60000308";"210CH20330";"6201025";"457"
"MEX";"60000011";"210CL20030";"6300005";"273"
"MEX";"60000221";"510C1AF790";"6025008";"145"
"MEX";"60000040";"750T3M00A0";"6300000";"261"
"MEX";"60001044";"210CHA0590";"5370104";"451"
"MEX";"60005112";"A10S970M60";"6103533";"157"
"MEX";"60000511";"210C620930";;"428"
"MEX";"60001700";"220CE20250";"6200559";"210"
"MEX";"60000042";"210CQ21030";"6300500";"262"
"MEX";"60000009";"210CJA1190";"6300005";"273"
"MEX";"60000226";"190N1101C0";"6025017";"145"
"MEX";"60001010";"570I19I6C0";"6103005";"447"
"MEX";"60000063";"690K1E1420";"6302000";"269"
"MEX";"60000000";"880OBD2820";"6300000";"261"
"MEX";"60000237";"210CN20730";;"923"
"MEX";"60001400";"210CP20640";"6200562";"420"
"MEX";"60000308";"210CI20230";"6201025";"457"
"MEX";"60000031";"210CHA1290";"6104655";"199"
"MEX";"60000011";"210C880090";"6300005";"273"
"MEX";"60003175";"210CG20150";"6106013";"206"
"MEX";"60000033";"210CQ400C0";"6302006";"269"
"MEX";"60001413";"210CH20140";"6200563";"427"
"MEX";"60003013";"210C7J0050";"6302001";"330"
"MEX";"60000308";"210C520230";"6201025";"457"
"MEX";"60003041";"190N3101C0";"6304500";"332"
"MEX";"60001424";"210CU80080";"6412011";"188"
"MEX";"60000059";"190N3D1640";"6300005";"273"
"MEX";"60000226";"210C3J0890";"6025017";"145"
"MEX";"60000202";"210CG20330";"6101029";"147"
"MEX";"60000048";"5702M3M3C0";"6302006";"269"
"MEX";"60003036";"210CAA0580";"6104525";"187"
"MEX";"60000801";"210CG20750";"6200553";"106"
"MEX";"60001018";"210C7A1190";"6104035";"449"
"MEX";"60000021";"210CA22850";"6300000";"261"
"MEX";"60003045";"210CJ400C0";"6201026";"103"
"MEX";"60000011";"210CK900C0";"6300005";"273"
"MEX";"60001400";"190N3D1640";"6200562";"420"
"MEX";"60003101";"7502H600C0";"6106006";"200"
"MEX";"60000213";"210C5A0190";"6201015";"457"
"MEX";"60000702";"210C7A0090";"6202000";"103"
"MEX";"60000039";"210C520650";"6300000";"261"
"MEX";"60000012";"660K4H49A0";"6302006";"269"
"MEX";"60001004";"190NBB02A0";"6103002";"447"
"MEX";"60000025";"210CHJ07C0";"6300000";"261"
"MEX";"60000004";"750T4C00A0";"6303505";"270"
"MEX";"60000040";"190N9D33A0";"6300000";"261"
"MEX";"60001035";"1905GD2740";"6308512";"278"
"MEX";"60000011";"210CR306C0";"6300005";"273"
"MEX";"60000001";"210C820530";"6300000";"261"
"MEX";"60000202";"110N9D2520";"6101029";"147"
"MEX";"60000045";"570X1437C0";"6303505";"270"
"MEX";"60000046";"580C1AF4C0";"6303505";"270"
"MEX";"60000011";"570X1320C0";"6300005";"273"
"MEX";"60001009";"210CA21150";"6103005";"447"
"MEX";"60000515";"210CE20050";"6102504";"135"
"MEX";"60001004";"190NED96C0";"6103002";"447"
"MEX";"60000025";"570X1697C0";"6300000";"261"
"MEX";"60000008";"5704M5H1F0";"6300005";"273"
"MEX";"60000008";"5704M5J2C0";"6300005";"273"
"MEX";"60004311";"580C1AF5C0";"6106019";"204"
"MEX";"60000011";"210CC20050";"6300005";"273"
"MEX";"60001020";"210COJ0570";"6104050";"116"
"MEX";"60001033";"390L3M0740";"6308502";"278"
"MEX";"60000215";"210CO21730";"6101007";"142"
"MEX";"60000218";"750KCV00A0";"6025010";"147"
"MEX";"60000010";"190NEC03A0";"6300005";"273"
"MEX";"60000009";"210CO20830";"6300005";"273"
"MEX";"60001033";"190NE439C0";"6308502";"278"
"MEX";"60000215";"210CA314C0";"6101007";"142"
"MEX";"60001020";"210C670070";"6104050";"116"
"MEX";"60001012";"190N9F45A0";"6103015";"241"
"MEX";"60000011";"210CJ600C0";"6300005";"273"
"MEX";"60004519";"210C470070";"6104050";"116"
"MEX";"60001035";"190NBC05A0";"6308512";"452"
"MEX";"60000216";"390L4L0240";"6101023";"305"
"MEX";"60000013";"580R14C3C0";"6302000";"269"
"MEX";"60000807";"210CHA1190";"6022000";"247"
"MEX";"60000046";"210C520630";"6303505";"270"
"MEX";"60001021";"210COA0090";"6104050";"116"
"MEX";"60000044";"210C3302C0";"6300000";"261"
"MEX";"60000308";"210CAA2190";"6201025";"457"
"MEX";"60000216";"190NDD32A0";"6101023";"305"
"MEX";"60001009";"190NED06A0";"6103005";"447"
"MEX";"60000010";"210CQ20950";"6300005";"273"
"MEX";"60000809";"210CS400C0";"6200514";"106"
"MEX";"60000059";"750K9O0240";"6300005";"273"
"MEX";"60001700";"220CR20150";"6200559";"210"
"MEX";"60000053";"190NED33A0";"6300000";"391"
"MEX";"60001046";"210CN80090";"5370108";"451"
"MEX";"60000213";"190N7337C0";"6201015";"124"
"MEX";"60001046";"210CFA0290";"5370108";"451"
"MEX";"60004300";"210CF302C0";"6103015";"447"
"MEX";"60000025";"210CI100C0";"6300000";"261"
"MEX";"60000023";"210CQJ01C0";"6900118";"391"
"MEX";"60000039";"210COJ07C0";"6300000";"261"
"MEX";"60000511";"210CR20930";;"235"
"MEX";"60000818";"210CFA1190";"6104538";"186"
"MEX";"60001007";"210CS321C0";"6103006";"240"
"MEX";"60004403";"210CI300C0";"6005500";"244"
"MEX";"60000011";"5705M5J3F0";"6300005";"273"
"MEX";"60000006";"210CE20030";"6306500";"277"
"MEX";"60000026";"210CC400C0";"6304006";"322"
"MEX";"60000202";"210CS20530";"6101029";"147"
"MEX";"60000011";"5I0I19L5C0";"6300005";"273"
"MEX";"60000044";"440H7IC4C0";"6300000";"261"
"MEX";"60000089";"690K2E31A0";"6300000";"261"
"MEX";"60001600";"220CS21530";"6200559";"210"
"MEX";"60000009";"210CN20150";"6300005";"273"
"MEX";"60000043";"210C522030";"6300000";"261"
"MEX";"60001700";"210CA21930";"6200559";"210"
"MEX";"60003152";"880OB302C0";"6106006";"204"
"MEX";"60000201";"690K2I50A0";"6101007";"142"
"MEX";"60000801";"210C9302C0";"6200553";"467"
"MEX";"60000702";"210C1300C0";"6202000";"103"
"MEX";"60000043";"210C821330";"6300000";"261"
"MEX";"60000093";"190N3D12A0";"6300000";"261"
"MEX";"60001014";"210CIA0390";"6103008";"253"
"MEX";"60000023";"190N1439C0";"6900118";"335"
"MEX";"60000013";"210C3J09C0";"6302000";"269"
"MEX";"60001003";"210CF313C0";"6103002";"447"
"MEX";"60001031";"210C1400C0";"6308501";"452"
"MEX";"60000009";"210CI301C0";"6300005";"273"
"MEX";"60000511";"210CI20130";;"235"
"MEX";"60000007";"210CQ20050";"6300005";"273"
"MEX";"60000514";"210CA22050";"6201013";"136"
"MEX";"60000009";"210CJA0590";"6300005";"273"
"MEX";"60001006";"210CK300C0";"6103006";"240"
"MEX";"60001004";"690K2E73C0";"6103002";"447"
"MEX";"60001010";"5705A301C0";"6103005";"348"
"MEX";"60000800";"210C8A0190";"6200555";"467"
"MEX";"60000300";"210C3300C0";"6020000";"247"
"MEX";"60000025";"210CA22030";"6300000";"261"
"MEX";"60000025";"580N1023C0";"6300000";"261"
"MEX";"60000022";"210C520750";"6300500";"262"
"MEX";"60004300";"580C1AG6C0";"6103015";"352"
"MEX";"60000023";"210C7A0390";"6900118";"391"
"MEX";"60000001";"570MM374C0";"6300000";"261"
"MEX";"60000008";"1905GD2740";"6300005";"273"
"MEX";"60005014";"210CBA0080";"6104650";"198"
"MEX";"60001100";"210C4300C0";"6106501";"244"
"MEX";"60001013";"570I1986C0";"6103015";"352"
"MEX";"60005011";"580I19I2C0";"6104501";"184"
"MEX";"60004300";"210CI302C0";"6103015";"352"
"MEX";"60001009";"210CJA0490";"6103005";"348"
"MEX";"60000234";"210CR21F30";;"923"
"MEX";"60000238";"210C320230";;"435"
"MEX";"60000033";"190N9D33A0";"6302006";"269"
"MEX";"60000042";"210CQ316C0";"6300500";"262"
"MEX";"60000009";"210CM20550";"6300005";"273"
"MEX";"60000801";"210CO20250";"6200553";"106"
"MEX";"60000036";"210C720850";"6300000";"261"
"MEX";"60000010";"210CF20730";"6300005";"273"
"MEX";"60003122";"660K6H57A0";"6106005";"201"
"MEX";"60001034";"5705A312C0";"6308511";"278"
"MEX";"60000513";"210C6309C0";"6201020";"124"
"MEX";"60001016";"190N7C05A0";"6104036";"449"
"MEX";"60000010";"210CQ600C0";"6300005";"273"
"MEX";"60001004";"210CR309C0";"6103002";"241"
"MEX";"60000607";"210CV300C0";"6100000";"101"
"MEX";"60000003";"190N5C03A0";"6300000";"261"
"MEX";"60000023";"210C3J02C0";"6900118";"391"
"MEX";"60000217";"210C3302C0";"6025000";"144"
"MEX";"60000023";"210C1302C0";"6900118";"335"
"MEX";"60000023";"190N7C03A0";"6900118";"335"
"MEX";"60001403";"210CH20750";"6200562";"420"
"MEX";"60003114";"210CA20950";"6100501";"208"
"MEX";"60001012";"570IM999C0";"6103015";"241"
"MEX";"60000039";"210C3313C0";"6300000";"261"
"MEX";"60000034";"190N1G46A0";"6302006";"269"
"MEX";"60000034";"210C720750";"6302006";"269"
"MEX";"60001020";"580R1450C0";"6104050";"116"
"MEX";"60000216";"190NB439C0";"6101023";"305"
"MEX";"60003013";"5705MFA2C0";"6302001";"330"
"MEX";"60001006";"570415G8F0";"6103006";"240"
"MEX";"60001103";"210C8305C0";"6106501";"244"
"MEX";"60001033";"210CUA0090";"6308502";"452"
"MEX";"60003164";"210CGA0190";"6106003";"201"
"MEX";"60001413";"210CR20130";"6200563";"210"
"MEX";"60000511";"210C920130";;"235"
"MEX";"60000009";"210C8A0690";"6300005";"273"
"MEX";"60001019";"580C1AG5C0";"6104085";"449"
"MEX";"60001022";"580C1AF3C0";"6103005";"276"
"MEX";"60000003";"750T1N51A0";"6300000";"261"
"MEX";"60001017";"210C4A0190";"6104084";"449"
"MEX";"60003104";"210CS303C0";"6100500";"208"
"MEX";"60001004";"210C921150";"6103002";"241"
"MEX";"60001400";"210CJ20130";"6200562";"420"
"MEX";"60001034";"210CBA0390";"6308511";"278"
"MEX";"60000219";"190N1C03A0";"6101027";"306"
"MEX";"60000513";"210CRA0890";"6201020";"124"
"MEX";"60001103";"880OBD11A0";"6106501";"244"
"MEX";"60000011";"5705A322C0";"6300005";"273"
"MEX";"60001004";"210CAA2090";"6103002";"241"
"MEX";"60000013";"210C521330";"6302000";"269"
"MEX";"60001036";"190N9D11A0";"6308512";"278"
"MEX";"60000215";"210C120350";"6101007";"142"
"MEX";"60001037";"210C1A0490";"6308512";"278"
"MEX";"60000511";"210CH21030";;"428"
"MEX";"60001300";"210C621830";"6200559";"210"
"MEX";"60000011";"210CF300C0";"6300005";"273"
"MEX";"60000817";"210C8A1090";"6104510";"187"
"MEX";"60000023";"190N5C04A0";"6900118";"391"
"MEX";"60000004";"210CG20630";"6303505";"270"
"MEX";"60000908";"580L1024C0";"6105019";"229"
"MEX";"60001009";"580213D3C0";"6103005";"348"
"MEX";"60000308";"210CQ600C0";"6201025";"124"
"MEX";"60000010";"210CP303C0";"6300005";"273"
"MEX";"60000916";"67046558F0";"6105005";"408"
"MEX";"60000202";"190N3D23A0";"6101029";"147"
"MEX";"60000307";"210CEJ02C0";"6024004";"243"
"MEX";"60000010";"190NBF45A0";"6300005";"273"
"MEX";"60001700";"220CG20830";"6200559";"210"
"MEX";"60000007";"210CE305C0";"6300005";"273"
"MEX";"60000020";"210C3313C0";"6300000";"261"
"MEX";"60005008";"210CE300C0";"6016053";"190"
"MEX";"60004300";"210CL20550";"6103015";"352"
"MEX";"60005021";"R11303E558";"6104684";"411"
"MEX";"60001007";"A106J600C0";"6103006";"240"
"MEX";"60001403";"210C720530";"6200562";"420"
"MEX";"60003128";"210CP301C0";"6100503";"208"
"MEX";"60001006";"A106JT06H0";"6103006";"240"
"MEX";"60000023";"750K9600C0";"6900118";"391"
"MEX";"60000515";"210C220850";"6102504";"135"
"MEX";"60000111";"190NDG4720";"6102542";"432"
"MEX";"60004300";"210C5302C0";"6103015";"352"
"MEX";"60000211";"210C8A0280";"6104539";"186"
"MEX";"60001207";"210C2A0380";"6104525";"187"
"MEX";"60000513";"210COA0090";"6201020";"124"
"MEX";"60001030";"190N5D06A0";"6308501";"278"
"MEX";"60000906";"57041512F0";"6105006";"220"
"MEX";"60000010";"210CS600C0";"6300005";"273"
"MEX";"60000011";"57021396C0";"6300005";"273"
"MEX";"60000226";"210C5A2190";"6025017";"145"
"MEX";"60001006";"210CL400C0";"6103006";"447"
"MEX";"60001014";"210CNA0090";"6103008";"253"
"MEX";"60004517";"210CQ306C0";"6104027";"116"
"MEX";"60000022";"210C3306C0";"6300500";"262"
"MEX";"60000042";"750T1L0040";"6300500";"262"
"MEX";"60003104";"190N1F45A0";"6100500";"208"
"MEX";"60003112";"190NED33A0";"6308500";"278"
"MEX";"60001403";"210CQ20650";"6200562";"420"
"MEX";"60000001";"580I19B6C0";"6300000";"261"
"MEX";"60001007";"210C5A0090";"6103006";"447"
"MEX";"60000217";"210C320950";"6025000";"144"
"MEX";"60001032";"190N5D1320";"6308510";"278"
"MEX";"60000007";"57041593F0";"6300005";"273"
"MEX";"60001020";"210CAJ0570";"6104050";"116"
"MEX";"60003122";"210CMA0390";"6106005";"201"
"MEX";"60001800";"210CH20730";"6200559";"210"
"MEX";"60003150";"210CO303C0";"6106010";"206"
"MEX";"60001700";"FU06200C65";"6200559";"210"
"MEX";"60001004";"580C1AG3C0";"6103002";"241"
"MEX";"60000009";"570IM987C0";"6300005";"273"
"MEX";"60000047";"190N7D31A0";"6302006";"269"
"MEX";"60000034";"580R14C1C0";"6302006";"269"
"MEX";"60004518";"210CC303C0";"6104028";"116"
"MEX";"60005104";"210CM70B60";"6103519";"154"
"MEX";"60003000";"660K4337C0";"6202000";"103"
"MEX";"60001021";"210CNA0790";"6104050";"449"
"MEX";"60000226";"210C821450";"6025017";"145"
"MEX";"60000801";"210CS302C0";"6200553";"467"
"MEX";"60000514";"210CU20150";"6201013";"136"
"MEX";"60000212";"210C521730";;"239"
"MEX";"60000511";"210CA22430";;"919"
"MEX";"60000026";"210CE20030";"6304006";"332"
"MEX";"60000908";"58051020C0";"6105019";"229"
"MEX";"60000041";"210C821130";"6300500";"262"
"MEX";"60004404";"210CA21250";"6103015";"352"
"MEX";"60000807";"210C5A2090";"6022000";"247"
"MEX";"60004312";"210CPA0480";"6104501";"184"
"MEX";"60001012";"5705MZK8C0";"6103015";"241"
"MEX";"60000023";"210C620230";"6900118";"335"
"MEX";"60001010";"570I1374C0";"6103005";"348"
"MEX";"60000047";"210C521530";"6302006";"269"
"MEX";"60000202";"660K6I50A0";"6101029";"147"
"MEX";"60000059";"190NBD1320";"6300005";"273"
"MEX";"60000010";"210CCA0790";"6300005";"273"
"MEX";"60000007";"210C2306C0";"6300005";"273"
"MEX";"60000009";"210CQ309C0";"6300005";"273"
"MEX";"60003013";"210C7A0090";"6302001";"330"
"MEX";"60001030";"210CAJ0570";"6308501";"452"
"MEX";"60000046";"210C520930";"6303505";"270"
"MEX";"60000914";"270CC500F0";"6105004";"217"
"MEX";"60000002";"210CA23030";"6309602";"334"
"MEX";"60003143";"580P1654C0";"6303504";"270"
"MEX";"60001400";"210CA20750";"6200562";"211"
"MEX";"60000033";"210CIJ02C0";"6302006";"269"
"MEX";"60001300";"210CA21230";"6200559";"210"
"MEX";"60001042";"210CNA0790";"5370106";"451"
"MEX";"60000813";"210CL20450";"6200525";"478"
"MEX";"60000023";"210C2A0590";"6900118";"391"
"MEX";"60005011";"580I19I2C0";"6104501";"409"
"MEX";"60000202";"210CG20830";"6101029";"147"
"MEX";"60000827";"210CPA0080";"6104538";"186"
"MEX";"60004522";"190N1337C0";"6104041";"120"
"MEX";"60000034";"210C521850";"6302006";"269"
"MEX";"60000000";"750T4C00A0";"6300000";"261"
"MEX";"60000058";"190NBD33A0";"6300005";"273"
"MEX";"60004404";"210C3303C0";"6103015";"447"
"MEX";"60004404";"750T5E00C0";"6103015";"352"
"MEX";"60000009";"110L1L9420";"6300005";"273"
"MEX";"60003007";"660K5439C0";"6200555";"106"
"MEX";"60000020";"750T9500A0";"6300000";"261"
"MEX";"60000007";"210CIA0190";"6300005";"273"
"MEX";"60001100";"210C3600C0";"6106501";"244"
"MEX";"60000013";"210C4A0590";"6302000";"269"
"MEX";"60000511";"210CS21830";;"428"
"MEX";"60000007";"210C5900C0";"6300005";"273"
"MEX";"60001020";"210C380090";"6104050";"116"
"MEX";"60001014";"57041511F0";"6103008";"253"
"MEX";"60000031";"210CSA1890";"6104655";"199"
"MEX";"60003013";"270CS500F0";"6302001";"330"
"MEX";"60001016";"210CB400C0";"6104036";"449"
"MEX";"60000235";"210CH20030";;"923"
"MEX";"60000308";"210CO20550";"6201025";"124"
"MEX";"60000013";"210C2A0290";"6302000";"269"
"MEX";"60001020";"210C5J0050";"6104050";"116"
"MEX";"60000013";"210C5313C0";"6302000";"269"
"MEX";"60000036";"210C520750";"6300000";"262"
"MEX";"60001017";"210C8A1190";"6104084";"116"
"MEX";"60000809";"58070300C0";"6200514";"469"
"MEX";"60000040";"210C2A0090";"6300000";"261"
"MEX";"60000009";"210CH20150";"6300005";"273"
"MEX";"60001036";"210CBA0090";"6308512";"278"
"MEX";"60004306";"210CI300C0";"6200522";"106"
